species,decimalLatitude,decimalLongitude,eventDate,parsed_date,temperature_max_C,temperature_min_C,temperature_mean_C,precipitation_mm,rain_mm,precipitation_hours,windspeed_max_kmh,windgusts_max_kmh,sunshine_duration_s,presence
Mikania micrantha,-2.879770574585267,106.23042985256279,,,21.565132800293693,13.007242611880875,16.411011310919076,0.0,0.0,12.59862331708634,28.40854154523494,42.61281231785241,38125.25334295998,0
Mikania micrantha,-0.7,100.6,2005-12-16,2005-12-16,29.2,21.2,24.4,0.1,0.1,1.0,10.6,35.3,40165.46,1
Mikania micrantha,23.403851041257738,114.6726888471228,,,37.01476692657325,28.014131161134294,32.657231645363325,0.0,0.0,10.834586606990289,11.033627753667862,16.550441630501794,11696.339457275679,0
Mikania micrantha,7.073476,125.611025,2024-11-06T13:10:33,2024-11-06,32.0,24.9,27.5,0.0,0.0,0.0,13.8,29.5,36000.0,1
Mikania micrantha,-1.3777847256343048,113.2618338440162,,,38.51066477820586,25.05504336936086,31.496133949878818,30.986309309823447,30.986309309823447,19.220509714340842,15.608958292774524,23.413437439161786,33109.07793719852,0
Mikania micrantha,-1.9066115264633723,101.72560880380539,,,26.413814665480658,12.415695213011801,19.158668428804532,0.0,0.0,4.534187901570459,16.795820735390947,25.19373110308642,6787.736881111256,0
Mikania micrantha,7.557391737765252,116.40828032438165,,,21.73176503336783,11.890072680772029,18.058149451422704,0.0,0.0,2.826114212709917,38.48426511583434,57.72639767375151,41006.76485525102,0
Mikania micrantha,-6.852943355800825,129.20360056612438,,,33.16950492197671,21.781213838957903,29.631586217713135,0.0,0.0,2.2945226968678183,22.653349643117274,33.98002446467591,41408.01729687136,0
Mikania micrantha,12.055096932485048,109.23756800264324,,,37.23790257899697,25.29345166748039,32.09701046708332,34.81959960356075,34.81959960356075,11.720164284096976,15.743593845830933,23.6153907687464,22911.430558207176,0
Mikania micrantha,-6.55576,106.731716,2020-02-29T16:54,2020-02-29,28.4,23.6,25.4,28.2,28.2,17.0,9.7,28.4,28143.17,1
Mikania micrantha,-6.947074591438239,114.65930567375688,,,35.43270571535125,26.276886864190466,28.840419220960968,0.0,0.0,3.5526051954792806,12.950565601982664,19.425848402973998,32153.247971065706,0
Mikania micrantha,-7.5515110367423945,92.93790409170089,,,34.6950055586483,25.995723824069426,28.808535885382934,0.0,0.0,3.9114663453964162,37.46804759411225,56.202071391168374,38925.66657936009,0
Mikania micrantha,-0.55,100.33,1995-05-07,1995-05-07,27.6,23.2,25.3,24.8,24.8,16.0,5.9,26.3,22287.16,1
Mikania micrantha,-2.5562113022908477,101.83589626790665,,,23.719233031985123,18.354903508286156,21.682177740348486,11.650979659621795,11.650979659621795,0.2876054111234243,6.727467670442984,10.091201505664475,4056.545350106519,0
Mikania micrantha,6.66961480344788,113.29372668215962,,,25.35988993986956,16.740853960312183,19.64567981003527,30.461654121574536,30.461654121574536,22.78751792721029,6.3621177010366745,9.543176551555012,13517.843445459635,0
Mikania micrantha,3.036791,101.725225,2018-04-30T23:05:11,2018-04-30,31.8,24.4,27.5,3.6,3.6,6.0,12.3,29.9,35244.56,1
Mikania micrantha,-0.1282,100.6967,2002-06-12,2002-06-12,23.9,20.6,21.9,19.4,19.4,14.0,6.2,20.5,1317.25,1
Mikania micrantha,19.010655147497758,101.19736811643747,,,37.43103569597075,26.660514548810745,29.793847801440755,36.33096317891115,36.33096317891115,18.77717161680234,21.384953431998664,32.077430147997994,10689.507516685275,0
Mikania micrantha,23.62473234639282,120.78098317311378,,,25.007574844964225,10.908500351567678,18.272394958298907,0.0,0.0,11.134010132405637,36.3484140163949,54.52262102459235,7532.5842746277685,0
Mikania micrantha,10.026597,122.767335,2021-05-02T16:54:48,2021-05-02,31.0,24.7,28.3,1.1,1.1,8.0,12.6,39.2,41748.25,1
Mikania micrantha,8.120339,98.625175,2025-09-30T11:04:16,2025-09-30,28.2,24.0,26.6,5.5,5.5,8.0,15.3,40.7,34368.07,1
Mikania micrantha,1.47944,110.08583,2004-11-25,2004-11-25,28.2,22.8,24.9,5.4,5.4,8.0,9.2,21.6,37558.48,1
Mikania micrantha,3.256645,101.640754,2020-01-28T09:39:01.998Z,2020-01-28,29.6,23.8,26.2,16.0,16.0,19.0,9.3,24.1,28800.0,1
Mikania micrantha,-2.7504571347759814,117.7540782113451,,,23.90511453685965,10.202083210723206,17.013576929347174,33.681758877446256,33.681758877446256,8.515437039672786,32.218234061926665,48.32735109289,38971.463928442805,0
Mikania micrantha,2.970079,101.695107,2023-05-18T15:27:35,2023-05-18,31.0,24.5,27.3,9.9,9.9,7.0,17.8,33.1,33441.82,1
Mikania micrantha,3.417196,101.843371,2023-09-23T15:03,2023-09-23,24.7,18.4,20.9,2.8,2.8,8.0,7.6,27.0,22326.24,1
Mikania micrantha,7.075906,125.524514,2022-04-29T11:11:54,2022-04-29,30.4,24.3,26.5,15.1,15.1,18.0,10.8,23.0,28800.0,1
Mikania micrantha,-7.707332,110.334713,2021-05-02T16:52:05,2021-05-02,30.9,22.5,26.4,1.2,1.2,6.0,8.4,21.2,39489.33,1
Mikania micrantha,-4.806193828166839,122.68144490084458,,,26.487675058229694,16.47614995172689,22.63997127619833,4.334380896748371,4.334380896748371,0.03637391918197608,7.908654490441339,11.862981735662009,30564.235295606602,0
Mikania micrantha,14.049692,100.715007,2024-01-03T16:39:14,2024-01-03,32.5,22.3,27.1,0.0,0.0,0.0,8.3,16.6,38051.59,1
Mikania micrantha,1.2,110.3,2004-11-29,2004-11-29,26.5,21.2,23.1,10.3,10.3,14.0,7.8,27.7,20290.2,1
Mikania micrantha,-0.49956975776259327,107.02953858950525,,,20.821670722890236,11.673660889625976,18.464795430062257,30.784456671132247,30.784456671132247,22.446514060302132,12.94394759750767,19.415921396261503,24085.173319545866,0
Mikania micrantha,15.688300629806074,112.90685231260863,,,22.87252742817929,14.071380718936517,18.063990755544133,0.0,0.0,13.425658813323171,25.742288374901637,38.61343256235246,8426.299399187685,0
Mikania micrantha,12.26502453454401,102.53162789929155,,,24.793318037272776,9.417635479483142,16.9159204484025,34.45626683729979,34.45626683729979,17.657221617254432,9.160141165327339,13.740211747991008,26096.556800177976,0
Mikania micrantha,15.883855254849562,111.45228776178413,,,39.115372543883005,30.638652016474836,33.326614884842265,0.0,0.0,2.3279290059342186,9.434331593045195,14.151497389567794,5162.8881458314945,0
Mikania micrantha,-0.727043,120.032564,2023-12-21T09:32,2023-12-21,27.8,19.8,23.1,0.1,0.1,1.0,5.0,21.2,34067.55,1
Mikania micrantha,-3.133317,120.251388,2024-12-31T17:46:08,2024-12-31,29.9,24.8,26.7,10.0,10.0,15.0,7.0,20.2,28844.54,1
Mikania micrantha,7.680909861201782,103.46901578033909,,,37.15229376179394,22.227930885018715,29.871246303774534,30.972110071347323,30.972110071347323,4.19585646934941,39.80286313030171,59.70429469545256,30371.268895364643,0
Mikania micrantha,13.18,101.0,2009,2009-01-01,26.6,21.8,24.0,0.0,0.0,0.0,23.9,43.9,11686.22,1
Mikania micrantha,12.64797,101.548653,2024-02-16T10:05:54,2024-02-16,31.5,25.1,28.1,3.1,3.1,7.0,14.5,32.4,39527.65,1
Mikania micrantha,-6.935599,107.771912,2021-06-24T20:30,2021-06-24,24.9,17.9,21.3,5.0,5.0,7.0,12.3,29.9,27017.76,1
Mikania micrantha,18.201660263547154,109.53387181223458,,,21.988355603118528,9.079921687878882,16.84501535538004,29.3021808431305,29.3021808431305,21.403712185466798,17.97125337252236,26.95688005878354,4401.690603958342,0
Mikania micrantha,-5.598439112394553,106.94267878791364,,,20.074600634408952,12.509371034408295,17.644816441593267,0.0,0.0,8.191337231340452,38.27705483347213,57.41558225020819,14569.905608038884,0
Mikania micrantha,22.022145664349637,118.00041598298336,,,21.830994973706453,12.212098671388683,15.83608514398024,0.0,0.0,14.720758809740687,26.615990894346567,39.92398634151985,13034.109900011013,0
Mikania micrantha,11.198906034879068,111.67407164474588,,,32.81579431061472,25.09993838836292,29.106468054079244,0.0,0.0,14.972551311472781,33.84300596214354,50.76450894321532,16562.60920269186,0
Mikania micrantha,8.512135,124.77562,2021-12-17T15:38:50,2021-12-17,32.7,25.3,27.7,12.5,12.5,6.0,17.9,36.7,36522.79,1
Mikania micrantha,17.82679273745879,112.0022690456076,,,33.72127326208565,21.657362501044236,27.146275411025456,12.56270765212161,12.56270765212161,18.717711321875385,29.041986578899927,43.56297986834989,28550.75869557883,0
Mikania micrantha,13.667755,100.429078,2022-03-30T18:01:55,2022-03-30,32.1,24.9,28.2,3.2,3.2,7.0,12.3,26.6,38758.5,1
Mikania micrantha,5.4035269692495635,111.7126353901478,,,35.534988137163005,28.2548698521476,33.20213838648959,30.458759555403013,30.458759555403013,8.356466348904535,9.785875258964698,14.678812888447046,13082.648473117171,0
Mikania micrantha,3.173353,101.502078,2023-04-29T13:59:42,2023-04-29,31.0,23.9,26.5,6.4,6.4,13.0,10.4,20.5,28214.99,1
Mikania micrantha,10.145192,118.867958,2025-01-21T16:09,2025-01-21,30.5,26.4,27.9,0.9,0.9,5.0,17.4,42.5,37301.19,1
Mikania micrantha,3.7891167664767007,115.21734843687827,,,33.702783000337504,27.80769625523864,30.17076928150661,0.0,0.0,8.570274467119264,30.425940757054857,45.63891113558228,30130.992009694863,0
Mikania micrantha,21.154871234046162,94.57839461483555,,,23.732536656913126,16.95704988778232,21.311295545857263,12.976124078493202,12.976124078493202,7.7089357458710435,21.599087208752856,32.39863081312929,39306.672531445656,0
Mikania micrantha,-4.465843740589763,106.62061143531183,,,28.832564513759685,19.177767869396906,21.93104060080784,4.563615320916598,4.563615320916598,2.4298792684996604,32.27661596049181,48.414923940737715,4347.063094579521,0
Mikania micrantha,-6.860859,107.594398,2023-04-15T06:54:59,2023-04-15,26.4,18.2,21.5,7.8,7.8,8.0,11.5,28.1,32700.85,1
Mikania micrantha,-9.936731123539495,100.73297611146714,,,30.616229725109594,21.668163417124585,28.40614112074932,10.741067156036554,10.741067156036554,10.135620845309276,20.703607545312387,31.05541131796858,5795.572327340643,0
Mikania micrantha,3.120527,101.649143,2021-04-30T11:26,2021-04-30,30.3,23.4,25.9,14.9,14.9,15.0,10.1,22.3,16254.79,1
Mikania micrantha,6.892714,125.338181,2021-07-14T12:26,2021-07-14,24.5,19.2,21.5,3.0,3.0,7.0,9.9,30.6,39745.02,1
Mikania micrantha,-0.6876,100.9536,2000-04-21,2000-04-21,28.9,22.2,25.4,7.6,7.6,20.0,4.7,18.7,34357.43,1
Mikania micrantha,6.7670946642967085,119.91642881110283,,,21.922072039455156,12.918745624797321,17.39686137333203,0.0,0.0,6.196353460344795,35.608183596623604,53.412275394935406,34482.41665175416,0
Mikania micrantha,12.045,102.376,2023-02-15,2023-02-15,26.5,22.1,24.8,16.9,16.9,10.0,15.0,40.3,23084.07,1
Mikania micrantha,5.857522670041051,108.50217383150354,,,39.146870658189755,29.168409228776383,32.192745989959796,28.799783984900177,28.799783984900177,18.290576577753633,18.006544603512104,27.009816905268156,23192.722626688388,0
Mikania micrantha,3.146405,101.495491,2021-04-23T09:33:44,2021-04-23,29.6,23.3,26.3,6.8,6.8,18.0,13.8,30.6,32643.44,1
Mikania micrantha,12.998287,101.44796,2024-04-29T18:21:17,2024-04-29,38.0,27.2,31.7,0.0,0.0,0.0,14.8,32.8,42267.91,1
Mikania micrantha,-0.9599,100.4521,2003-05-24,2003-05-24,28.9,22.6,26.1,0.2,0.2,2.0,7.1,22.3,40891.29,1
Mikania micrantha,15.408805,121.099758,2024-07-16T14:53:50,2024-07-16,30.4,24.6,27.4,0.1,0.1,1.0,24.4,45.4,37755.22,1
Mikania micrantha,-3.586229158919622,105.69705006194827,,,31.614941575108467,16.96522852785486,23.999410506743512,8.523977029063376,8.523977029063376,17.77803446613919,10.168203808367021,15.252305712550532,26864.042121445742,0
Mikania micrantha,6.856428,101.252495,2022-09-21T07:34:55,2022-09-21,31.9,24.6,27.4,7.6,7.6,5.0,25.9,49.0,38962.73,1
Mikania micrantha,7.816211,126.157643,2021-12-02T16:01Z,2021-12-02,27.5,21.4,23.9,1.6,1.6,5.0,9.7,27.0,39236.05,1
Mikania micrantha,3.3918105843917505,126.8062905762086,,,19.511056840060565,12.193265231212779,16.69971141734593,0.0,0.0,12.391401147694708,31.590447006148203,47.38567050922231,6104.734937382333,0
Mikania micrantha,1.2827463359649673,124.98480875894552,,,36.56944427102154,23.95520135031054,30.736649155808713,31.59948610688726,31.59948610688726,14.207638305512045,24.171116955864576,36.256675433796865,19820.003652976666,0
Mikania micrantha,-7.735945,110.319502,2020-05-03T13:27,2020-05-03,30.8,22.4,26.8,0.9,0.9,4.0,11.7,26.3,39479.99,1
Mikania micrantha,7.859977004493205,110.09419222458172,,,26.623497452779272,14.92496671801413,19.475121613542075,39.74851885476476,39.74851885476476,14.302979087756526,30.061623391927963,45.09243508789194,10530.134929521919,0
Mikania micrantha,0.16497432350289465,126.98156183928847,,,26.542828056648965,17.944027382091324,20.71790395586543,10.689462153670492,10.689462153670492,6.700161060055048,37.209648749126835,55.81447312369025,27967.957002500127,0
Mikania micrantha,1.8930358538839602,111.77964297884891,,,36.020484208562145,25.005358313152993,28.030885211378774,9.709722389855425,9.709722389855425,16.92469392493858,9.739322210454059,14.608983315681089,40055.65271244061,0
Mikania micrantha,8.749524939525974,116.92741009546577,,,28.718864912086794,15.041661530684221,22.443684283307416,14.248187990181517,14.248187990181517,12.593619822448233,17.59985847018696,26.39978770528044,34304.018575009955,0
Mikania micrantha,6.852575,101.243793,2022-08-13T14:21:15,2022-08-13,31.4,23.6,27.2,5.1,5.1,5.0,12.0,25.9,41026.97,1
Mikania micrantha,-11.733226767634658,102.88831607863351,,,33.839211504061865,27.313714906101914,30.730527246490826,0.0,0.0,0.3741661343991245,8.883937786492657,13.325906679738985,41455.22126855855,0
Mikania micrantha,5.812101868804833,128.42694290583793,,,32.37958755733016,20.10897319372308,25.49595094878797,18.024144936424594,18.024144936424594,15.508803208985944,11.784448865055857,17.676673297583786,29157.710296818605,0
Mikania micrantha,0.02,100.08,1995-11-05,1995-11-05,26.3,21.5,23.3,9.3,9.3,21.0,4.3,37.8,13514.19,1
Mikania micrantha,14.641256325859404,103.28171449118915,,,30.297614860841545,20.670762957308174,24.921245726854032,23.411581091761242,23.411581091761242,1.6154582674330298,18.5707802662767,27.85617039941505,25289.38656178118,0
Mikania micrantha,16.403761,120.614639,2021-12-19T16:50:07,2021-12-19,18.1,15.5,17.0,16.8,16.8,17.0,10.4,37.4,309.39,1
Mikania micrantha,-6.539988047889274,130.9977614905217,,,37.86257822469847,26.805214427669952,33.319583082816,34.28878423184843,34.28878423184843,6.329237819112603,5.111238848017659,7.666858272026488,19318.85900191436,0
Mikania micrantha,22.135770053120197,114.17562325040805,,,38.552982165129905,27.796132154020675,31.425789296828004,0.0,0.0,11.313909844426048,14.459830545650977,21.689745818476467,30124.873619557944,0
Mikania micrantha,11.732806087227845,96.4578564729856,,,22.48717083113047,12.777166414465905,16.846678093632946,0.0,0.0,5.461473969234446,21.827838766852057,32.74175815027809,23635.321563677775,0
Mikania micrantha,-0.55,100.33,1990-11-03,1990-11-03,30.0,22.9,26.0,1.6,1.6,3.0,6.9,25.2,30880.04,1
Mikania micrantha,1.561866,103.6555,2023-05-01T15:09:08,2023-05-01,30.4,23.8,26.7,7.7,7.7,8.0,8.4,22.3,34047.24,1
Mikania micrantha,4.8352752604226925,108.29521330299008,,,29.485670703993897,17.38886890415684,23.41388421223735,4.447214158526451,4.447214158526451,6.952468420403281,9.45856572595726,14.187848588935891,18745.951793201613,0
Mikania micrantha,5.819141758171101,109.2613108750879,,,19.32164389136802,7.8985526517770985,15.566458847632829,35.084713336601176,35.084713336601176,13.230061454969409,18.19886228220438,27.29829342330657,18659.16613215701,0
Mikania micrantha,14.109979,120.93905,2024-10-09T09:38:14,2024-10-09,26.7,21.3,23.1,15.5,15.5,12.0,10.2,26.3,30255.35,1
Mikania micrantha,5.786031,101.715587,2022-06-01T12:31:49,2022-06-01,30.3,23.6,26.2,9.5,9.5,7.0,7.8,27.4,29290.0,1
Mikania micrantha,-7.126619770979523,98.5261460411505,,,22.006807541097025,10.87876695608206,15.44160122514787,0.0,0.0,21.558357316699382,13.899253058565531,20.848879587848295,34991.424016708566,0
Mikania micrantha,-6.355963,106.845042,2019-09-28T14:46,2019-09-28,35.4,24.5,28.7,1.9,1.9,7.0,14.9,36.7,39600.0,1
Mikania micrantha,8.119409,98.624113,2025-09-25T15:53:03,2025-09-25,31.1,28.3,29.3,0.8,0.8,4.0,26.8,62.6,39919.06,1
Mikania micrantha,1.454661,103.901131,2023-11-04T09:49:42,2023-11-04,30.5,23.4,26.8,11.4,11.4,7.0,10.2,23.4,30119.87,1
Mikania micrantha,-2.305128,114.120797,2024-08-19T16:34:17,2024-08-19,32.2,23.8,27.3,5.0,5.0,13.0,8.5,25.9,37963.02,1
Mikania micrantha,16.429966,120.576321,2025-02-12T09:27:58,2025-02-12,21.1,14.8,17.3,7.1,7.1,10.0,10.2,39.6,38393.69,1
Mikania micrantha,19.537365518416664,116.01013863539846,,,34.22172977268035,26.33299334823053,29.387188066361578,0.0,0.0,14.285367356313003,38.05578396645746,57.083675949686196,460.0607231646229,0
Mikania micrantha,-8.449123,115.336582,2019-08-24T15:00,2019-08-24,22.5,19.9,20.9,21.3,21.3,24.0,13.0,32.4,15471.45,1
Mikania micrantha,-5.508445479053533,117.75169200656079,,,24.03085597110927,9.936854703552338,16.338058630107373,0.0,0.0,10.976304170823493,8.072568713791869,12.108853070687804,8610.252992097032,0
Mikania micrantha,20.827538146865635,97.95284248076933,,,28.574231431082016,20.869526023842703,26.558739757350416,26.733850558315165,26.733850558315165,0.6781978995636697,9.533051734265346,14.299577601398019,36043.520472493,0
Mikania micrantha,1.0812557657971844,114.41247074616007,,,30.139137504365436,21.64510585351169,24.44643765586331,13.090407002171395,13.090407002171395,20.03623911536172,16.523965307672196,24.785947961508292,14314.308672824407,0
Mikania micrantha,6.08889,101.96944,1993-12-20,1993-12-20,26.2,22.8,23.9,17.6,17.6,22.0,12.5,26.3,1416.38,1
Mikania micrantha,13.85203,100.775605,2024-04-29T10:13:30,2024-04-29,37.7,29.5,32.8,0.2,0.2,2.0,17.7,37.4,42158.18,1
Mikania micrantha,-9.391202175309095,92.97314838589995,,,35.34078594131776,30.321523918725966,32.34313421539835,0.0,0.0,13.781143596197097,25.193927213158254,37.790890819737385,39426.13525563603,0
Mikania micrantha,-0.55,100.33,1999-11-20,1999-11-20,27.8,22.3,24.1,8.7,8.7,14.0,6.9,26.3,23552.25,1
Mikania micrantha,13.853776767044222,129.22035592809607,,,29.393991089533525,19.081007730026215,24.982276849964066,9.401897533815331,9.401897533815331,21.99188628483647,7.842988900844297,11.764483351266446,27788.399810460145,0
Mikania micrantha,7.453598830839576,111.11847575216578,,,20.23604872060585,10.274491540387373,16.8091066807658,35.60841192368824,35.60841192368824,15.894615684838225,12.677854641480543,19.016781962220815,4502.035172633723,0
Mikania micrantha,13.562674000028961,120.89125168616006,,,40.736928427892856,27.47156076137218,32.77839757869929,0.0,0.0,3.679024460686933,7.789836502773046,11.684754754159568,13554.37037967745,0
Mikania micrantha,13.001422,101.448242,2024-04-28T13:18:08,2024-04-28,37.7,26.8,31.5,0.0,0.0,0.0,16.4,37.1,42242.62,1
Mikania micrantha,14.485118,101.387451,2024-07-23T10:42:10,2024-07-23,28.6,23.6,25.1,4.0,4.0,10.0,19.2,51.1,16077.85,1
Mikania micrantha,-7.926499147221001,121.36487616824603,,,22.842251454470258,9.582061311485582,16.044648335453722,36.58687498496237,36.58687498496237,18.202603668446944,12.18351117759573,18.275266766393592,36869.177410127566,0
Mikania micrantha,19.209157187004557,113.31374140394787,,,33.137978042932374,23.083032767075757,30.403992109993233,32.31131949326236,32.31131949326236,3.0267263579268135,14.044914630856454,21.06737194628468,41996.426882797845,0
Mikania micrantha,10.665626,123.036436,2024-09-05T09:46:17,2024-09-05,30.0,25.6,27.5,3.4,3.4,7.0,24.7,49.7,37853.55,1
Mikania micrantha,3.173132,101.500819,2024-11-19T11:10:34,2024-11-19,26.8,23.8,24.9,14.2,14.2,23.0,7.3,16.9,0.0,1
Mikania micrantha,-5.976431110779931,124.85527738401683,,,27.358940450492284,14.317469251492255,19.792473063399814,38.80309472417731,38.80309472417731,5.881814294961181,27.91656199458866,41.874842991882986,31700.252679501267,0
Mikania micrantha,16.582566889660463,126.2213855540951,,,27.790007512523225,16.504432135358087,20.09662006477584,27.7150908301928,27.7150908301928,14.003399609414968,17.542276736053836,26.313415104080754,20896.34434748603,0
Mikania micrantha,-0.55,100.33,1991-11-01,1991-11-01,28.4,21.4,24.5,18.6,18.6,11.0,8.9,31.3,36841.81,1
Mikania micrantha,19.62169803315023,117.67536624469942,,,30.904684718916187,24.369435125902953,28.478528476069236,30.278111545325967,30.278111545325967,6.741888142092496,23.140165338279584,34.71024800741937,28606.949541201997,0
Mikania micrantha,-13.38431550869012,107.48198576442121,,,32.57894317313208,23.312943433180237,26.05238311974629,17.03790791855673,17.03790791855673,23.669043160830455,12.622176245765946,18.93326436864892,15406.039647385167,0
Mikania micrantha,13.86383321839836,93.0876685289516,,,27.50836272372288,18.16636203444394,22.360896042918355,23.788028115537006,23.788028115537006,14.222397085949002,36.127372474620344,54.191058711930516,13712.697300552269,0
Mikania micrantha,-0.55,100.33,1986-11-08,1986-11-08,27.2,22.4,24.8,0.1,0.1,1.0,7.3,27.7,21457.83,1
Mikania micrantha,-0.16979299483911348,127.9452871992122,,,36.22213167671672,24.30092396094537,30.922949031889065,34.266449446684156,34.266449446684156,23.3392435734645,10.283226920248287,15.42484038037243,10005.299345132395,0
Mikania micrantha,0.847488073648762,97.51907292931608,,,18.354861493514377,10.988295585202529,16.149597204007147,33.459854261242505,33.459854261242505,23.659059663811604,12.584543280476323,18.876814920714484,3873.5026865946825,0
Mikania micrantha,-1.811644,114.334143,2024-11-15T21:55,2024-11-15,32.7,23.2,26.5,30.6,30.6,18.0,8.3,21.2,28572.17,1
Mikania micrantha,0.02,100.08,1995-11-04,1995-11-04,27.6,22.3,23.8,15.3,15.3,22.0,5.1,34.2,18000.0,1
Mikania micrantha,6.847184705317391,93.02777931755848,,,37.436725672569075,25.383052859327034,30.62303771874544,38.416012293852404,38.416012293852404,0.8380846269504669,18.777852634929452,28.16677895239418,38333.87080598283,0
Mikania micrantha,14.376185909272833,101.79646165980266,,,25.34385422976988,13.180791793693162,18.747993286777024,28.697945019135044,28.697945019135044,2.189282198090053,18.504426140454413,27.75663921068162,4086.288034281545,0
Mikania micrantha,24.936347993121117,95.81599998464026,,,22.998696284410258,11.821739424414117,15.816679782116806,31.020468343630974,31.020468343630974,12.527513716400076,9.416300824578695,14.124451236868042,20726.713959546767,0
Mikania micrantha,5.807213,101.822118,2023-08-03T12:05:59,2023-08-03,30.4,22.2,25.6,6.8,6.8,7.0,6.9,20.5,17523.72,1
Mikania micrantha,-10.129994780232856,121.46635316860144,,,30.67461962120681,21.229505160099816,23.414818180034743,19.247277839533865,19.247277839533865,18.616735700679545,6.8557379418029765,10.283606912704464,1764.3778096914687,0
Mikania micrantha,11.67916166328037,126.19434630037989,,,37.83735284928703,30.655000807594774,33.30878439904497,0.0,0.0,9.346503014500604,13.04799745890754,19.57199618836131,25866.74980195689,0
Mikania micrantha,6.389707600631466,101.1374243538001,,,20.438206591512863,10.07518792585468,17.829959798757805,0.0,0.0,16.732657446002577,7.333912396317576,11.000868594476364,10732.244158975176,0
Mikania micrantha,-7.700286,110.469233,2020-08-20T11:58,2020-08-20,31.3,20.6,24.8,2.9,2.9,4.0,13.3,32.8,39378.7,1
Mikania micrantha,2.896636,101.664212,2023-05-30T13:36:34,2023-05-30,33.5,25.0,29.1,0.0,0.0,0.0,11.4,24.8,41354.95,1
Mikania micrantha,14.082494198651547,121.5085875152908,,,32.09039468458252,25.667854804501417,28.095054102514293,8.718326413155753,8.718326413155753,20.757806976178568,19.307661648528505,28.961492472792756,33181.00879553764,0
